2
0.163289	0.52442	0
0.396845	0.365483	0
0.199997	0.45417	0
0.499605	0.406205	0
0.423644	0.536353	0
0.217316	0.502102	0
0.169647	0.435821	0
0.411567	0.443347	0
0.392293	0.465504	0
0.288445	0.521095	0
0.319425	0.451973	0
0.544479	0.525051	0
0.386807	0.525684	0
0.737465	0.557035	0
0.306028	0.513874	0
0.393715	0.43487	0
0.104033	0.352304	0
0.41258	0.674598	0
0.536248	0.492472	0
0.210489	0.327453	0
0.535235	0.570149	0
0.502104	0.452533	0
0.525401	0.51496	0
0.540836	0.614561	0
0.343932	0.642488	0
0.702937	0.598488	0
0.378289	0.54519	0
0.312772	0.521095	0
0.50081	0.640755	0
0.323429	0.608373	0
0.307449	0.396436	0
0.44832	0.512841	0
0.444914	0.591714	0
0.652109	0.6502	0
0.293711	0.518761	0
0.371796	0.46977	0
0.242366	0.388988	0
0.561638	0.615342	0
0.273457	0.418781	0
0.507055	0.449447	0
0.572513	0.482191	0
0.480647	0.573826	0
0.588863	0.533375	0
0.52482	0.459368	0
0.482879	0.530354	0
0.366646	0.389665	0
0.382161	0.453509	0
0.349872	0.451654	0
0.475974	0.500614	0
0.299863	0.467556	0
0.326578	0.26276	0
0.239491	0.465479	0
0.44684	0.465812	0
0.490571	0.397655	0
0.278012	0.436159	0
0.478034	0.502191	0
0.311378	0.324737	0
0.530937	0.734807	0
0.329335	0.414528	0
0.44101	0.518799	0
0.351826	0.593765	0
0.298506	0.424791	0
0.455127	0.439766	0
0.413343	0.556739	0
0.383042	0.680275	0
0.325898	0.477801	0
0.315414	0.3819	0
0.381043	0.472113	0
0.3652	0.461578	0
0.629878	0.56356	0
0.616063	0.544928	0
0.411249	0.542637	0
0.443628	0.426789	0
0.37174	0.477184	0
0.509486	0.53573	0
0.399565	0.442471	0
0.04188	0.405713	0
0.601628	0.518527	0
0.407034	0.513929	0
0.456637	0.497171	0
0.475599	0.505577	0
0.426417	0.53213	0
0.55275	0.607525	0
0.309918	0.561825	0
0.420116	0.414791	0
0.326117	0.481858	0
0.367698	0.45173	0
0.486876	0.489083	0
0.58519	0.592107	0
0.488789	0.490491	0
0.335135	0.526765	0
0.415112	0.597931	0
0.100223	0.378267	0
0.415177	0.523441	0
0.231584	0.41975	0
0.56561	0.605052	0
0.455619	0.45011	0
0.321263	0.427781	0
0.470828	0.419751	0
0.355819	0.532076	0
0.781433	0.856991	1
0.442291	0.652405	1
0.336275	0.620584	1
0.519132	0.098084	1
0.738734	0.69054	1
0.575411	0.61225	1
0.406528	0.768997	1
0.628225	0.839363	1
0.753884	0.730422	1
0.493232	0.944945	1
0.561548	0.9279	1
1.026745	0.374706	1
0.547734	0.42171	1
0.216843	0.180428	1
0.666416	0.354166	1
0.55073	0.362866	1
0.446838	0.762308	1
0.627983	0.933233	1
0.123779	0.775011	1
0.535522	0.716462	1
0.56393	0.814674	1
0.984938	0.873171	1
0.2021	0.256305	1
0.749345	0.828214	1
0.82966	0.36844	1
0.352869	0.860031	1
0.293699	0.31303	1
0.290254	0.64005	1
0.299962	0.417196	1
0.822777	0.325373	1
0.52952	0.778531	1
0.185807	0.734412	1
0.344973	0.220077	1
0.776078	0.927748	1
0.724454	0.615313	1
0.333462	0.393762	1
0.679644	0.435252	1
0.574375	0.423822	1
0.221118	0.631763	1
0.390432	0.349033	1
0.444727	0.272532	1
0.360379	0.666643	1
0.644561	0.961297	1
0.270403	0.188882	1
0.423195	0.2568	1
0.197212	0.667825	1
0.368055	0.653642	1
0.519342	0.636914	1
0.567637	0.300439	1
0.258705	0.537951	1
0.765039	0.6715	1
0.607512	0.908005	1
0.50003	0.511331	1
0.607529	0.30599	1
0.410839	0.557244	1
0.835643	0.646493	1
0.635445	0.568285	1
0.671714	0.508075	1
0.212843	0.209029	1
0.368162	0.70285	1
0.746078	0.716862	1
0.682503	0.457533	1
0.682884	1.094026	1
0.420057	0.76739	1
0.744098	0.235549	1
0.612607	0.588548	1
0.76465	0.460344	1
0.499311	0.837519	1
0.389696	0.192173	1
0.635511	0.345749	1
0.392853	0.590569	1
0.253458	0.402084	1
0.463322	1.056502	1
0.346599	0.751918	1
0.362024	0.311263	1
0.254358	0.428807	1
0.161004	0.146153	1
0.553468	0.949481	1
0.423145	0.700942	1
0.751515	0.853852	1
0.216488	0.935381	1
0.735666	0.361916	1
0.230205	0.701902	1
0.567316	0.900773	1
0.272653	0.202709	1
0.818238	0.705749	1
0.596196	0.431558	1
0.688431	0.742237	1
0.816543	0.694593	1
0.69477	0.810763	1
0.237446	0.636754	1
0.299963	0.801484	1
0.39267	0.275334	1
0.745945	0.258607	1
0.72195	0.291339	1
0.621313	0.860338	1
0.613676	0.821504	1
0.360079	0.254361	1
0.326039	0.253525	1
0.816769	0.723348	1
0.298581	0.425816	1
0.611994	0.245777	1
0.629195	0.984483	1
0.926194	0.301861	1
0.66325	0.390893	1
0.236781	0.716841	1
0.709073	0.568486	1
0.660508	0.288354	1
0.785999	0.888563	1
0.545036	0.607553	1
0.698218	0.63033	1
0.587637	0.521098	1
0.572685	0.677147	1
0.480004	0.839402	1
0.755862	0.539828	1
0.262805	0.300218	1
0.620009	0.170226	1
0.635922	0.424138	1
0.511355	0.672837	1
0.654555	0.767041	1
0.613166	0.36807	1
0.608735	0.277067	1
0.655602	0.481744	1
0.769571	0.737682	1
0.853474	0.824464	1
0.900248	0.996003	1
0.864064	0.494223	1
0.757949	0.453331	1
0.470679	0.946678	1
0.527589	0.659994	1
0.627324	0.354202	1
0.828172	0.308031	1
0.605535	0.864992	1
0.463042	0.90522	1
0.211932	0.165794	1
0.357128	0.128581	1
0.618571	0.526816	1
0.581228	0.234556	1
0.833792	0.903409	1
0.567337	0.86394	1
0.927499	0.563226	1
0.166803	0.705895	1
0.748065	0.244906	1
0.707675	0.73762	1
0.330861	0.788064	1
1.064847	0.614778	1
0.936942	0.441274	1
0.506901	0.473033	1
0.88764	0.157318	1
0.226541	0.604899	1
0.541579	0.900462	1
-0.020954	0.149122	1
0.23159	0.705971	1
0.29949	0.760353	1
0.341491	0.207254	1
0.596286	0.255623	1
0.235746	0.230105	1
0.424615	0.181468	1
0.696831	0.855144	1
0.834312	0.521927	1
0.659573	0.506726	1
0.306592	0.751594	1
0.641537	0.192514	1
0.661167	0.392389	1
0.760962	0.755751	1
0.835812	0.933609	1
0.241169	0.854617	1
0.486978	0.869171	1
0.256713	0.27079	1
0.657338	0.751967	1
0.807562	0.581774	1
0.831992	0.557721	1
0.605515	0.071261	1
0.598177	0.912601	1
0.265788	0.495952	1
0.325923	0.763566	1
